-,-,-,-,-,-
-0.004125,0.001252,-0.001880,-0.000130,-0.000167,-0.000162
-0.023054,0.007921,-0.010127,-0.000004,-0.000211,-0.000195
-0.063654,0.022062,-0.027949,0.000279,-0.000246,-0.000253
-0.117777,0.040502,-0.052054,0.000659,-0.000159,-0.000297
-0.170122,0.057669,-0.075917,0.000978,0.000123,-0.000273
-0.209316,0.069750,-0.094453,0.001072,0.000540,-0.000184
-0.231080,0.075778,-0.105616,0.000864,0.000931,-0.000095
-0.237123,0.076972,-0.110014,0.000396,0.001135,-0.000085
-0.232661,0.075476,-0.109662,-0.000207,0.001065,-0.000199
-0.223759,0.073213,-0.106851,-0.000800,0.000723,-0.000412
-0.215249,0.071386,-0.103417,-0.001272,0.000183,-0.000647
-0.209766,0.070529,-0.100436,-0.001552,-0.000440,-0.000816
-0.207821,0.070646,-0.098321,-0.001604,-0.001027,-0.000862
-0.208568,0.071396,-0.097063,-0.001431,-0.001494,-0.000769
-0.210782,0.072347,-0.096460,-0.001069,-0.001814,-0.000557
-0.213544,0.073104,-0.096291,-0.000571,-0.001994,-0.000281
-0.216304,0.073352,-0.096368,0.000006,-0.002051,-0.000025
-0.218642,0.072936,-0.096472,0.000576,-0.001996,0.000135
-0.220215,0.071863,-0.096356,0.000985,-0.001850,0.000151
-0.220846,0.070372,-0.095882,0.001058,-0.001647,0.000021
-0.220620,0.068957,-0.095131,0.000725,-0.001436,-0.000219
-0.219858,0.068047,-0.094299,0.000059,-0.001270,-0.000501
-0.218973,0.067789,-0.093564,-0.000761,-0.001181,-0.000752
-0.218298,0.068139,-0.093065,-0.001528,-0.001161,-0.000920
-0.218014,0.068927,-0.092899,-0.002082,-0.001177,-0.000971
-0.218186,0.069896,-0.093120,-0.002348,-0.001200,-0.000887
-0.218797,0.070824,-0.093674,-0.002315,-0.001202,-0.000666
-0.219717,0.071589,-0.094363,-0.002012,-0.001147,-0.000325
-0.220591,0.072116,-0.094926,-0.001501,-0.001019,0.000088
-0.220904,0.072369,-0.095180,-0.000895,-0.000846,0.000495
-0.220335,0.072351,-0.095089,-0.000327,-0.000706,0.000800
-0.218884,0.072086,-0.094701,0.000073,-0.000730,0.000919
-0.216780,0.071772,-0.094045,0.000224,-0.001024,0.000827
-0.214517,0.071882,-0.093150,0.000137,-0.001571,0.000585
-0.212704,0.072808,-0.092136,-0.000079,-0.002248,0.000295
-0.211725,0.074462,-0.091189,-0.000266,-0.002895,0.000032
-0.211641,0.076404,-0.090447,-0.000282,-0.003373,-0.000194
-0.212406,0.078104,-0.089968,-0.000067,-0.003572,-0.000406
-0.213962,0.079085,-0.089771,0.000337,-0.003426,-0.000608
-0.216090,0.079140,-0.089927,0.000814,-0.002952,-0.000774
-0.218372,0.078446,-0.090649,0.001251,-0.002258,-0.000867
-0.220289,0.077406,-0.092083,0.001599,-0.001509,-0.000862
-0.221381,0.076479,-0.094009,0.001895,-0.000868,-0.000758
-0.221527,0.075986,-0.095965,0.002217,-0.000445,-0.000577
-0.220951,0.075935,-0.097588,0.002637,-0.000276,-0.000358
-0.219884,0.076016,-0.098760,0.003168,-0.000339,-0.000128
-0.218308,0.075768,-0.099591,0.003737,-0.000593,0.000093
-0.216119,0.074869,-0.100300,0.004218,-0.001023,0.000273
-0.213453,0.073361,-0.100967,0.004477,-0.001653,0.000365
-0.210705,0.071547,-0.101384,0.004411,-0.002514,0.000320
-0.208509,0.069741,-0.101254,0.003969,-0.003599,0.000139
-0.207684,0.068188,-0.100539,0.003180,-0.004820,-0.000109
-0.208716,0.067113,-0.099497,0.002159,-0.006017,-0.000306
-0.211505,0.066804,-0.098331,0.001085,-0.006982,-0.000343
-0.215615,0.067484,-0.096905,0.000143,-0.007489,-0.000190
-0.220342,0.069039,-0.095001,-0.000513,-0.007342,0.000067
-0.224778,0.070983,-0.092783,-0.000804,-0.006461,0.000282
-0.228063,0.072683,-0.090766,-0.000758,-0.004936,0.000332
-0.229585,0.073577,-0.089458,-0.000501,-0.003005,0.000181
-0.229056,0.073389,-0.089133,-0.000207,-0.001031,-0.000123
-0.226633,0.072336,-0.089716,-0.000008,0.000589,-0.000482
-0.223022,0.071046,-0.090807,0.000071,0.001551,-0.000789
-0.219218,0.070202,-0.091908,0.000128,0.001751,-0.000965
