-,-,-,-,-,-
-0.004369,0.000669,-0.001072,-0.000191,-0.000193,-0.000167
-0.024438,0.004532,-0.005521,-0.000334,-0.000380,-0.000204
-0.067454,0.012535,-0.015285,-0.000605,-0.000777,-0.000252
-0.124967,0.022637,-0.028742,-0.000985,-0.001155,-0.000339
-0.181105,0.031757,-0.042713,-0.001421,-0.000988,-0.000595
-0.223491,0.038026,-0.055424,-0.001765,0.000114,-0.001089
-0.246562,0.040948,-0.066913,-0.001926,0.001991,-0.001738
-0.251631,0.041025,-0.077971,-0.002000,0.004051,-0.002451
-0.244498,0.039351,-0.089706,-0.002121,0.005678,-0.003173
-0.231936,0.036983,-0.103036,-0.002331,0.006599,-0.003829
-0.219461,0.034367,-0.117284,-0.002718,0.007076,-0.004369
-0.210340,0.031500,-0.129793,-0.003563,0.007718,-0.004819
-0.205115,0.029068,-0.137307,-0.004967,0.008955,-0.005210
-0.202028,0.028123,-0.138071,-0.006307,0.010587,-0.005489
-0.199474,0.027855,-0.133250,-0.006865,0.011712,-0.005547
-0.198753,0.026340,-0.125113,-0.006948,0.011370,-0.005259
-0.202871,0.024102,-0.113882,-0.007413,0.009442,-0.004618
-0.212867,0.023937,-0.098517,-0.007972,0.006914,-0.003944
-0.227086,0.025947,-0.080870,-0.007208,0.005522,-0.003824
-0.242372,0.025594,-0.066607,-0.004929,0.006709,-0.004773
-0.254324,0.019718,-0.059756,-0.003081,0.010114,-0.006961
-0.259054,0.011483,-0.058202,-0.003642,0.013294,-0.009962
-0.256578,0.006279,-0.056689,-0.006481,0.013705,-0.012677
-0.250883,0.005885,-0.051939,-0.009781,0.010976,-0.013975
-0.245548,0.008727,-0.043368,-0.012053,0.006706,-0.013502
-0.241346,0.012887,-0.030581,-0.012934,0.002195,-0.011588
-0.238921,0.017101,-0.012353,-0.012423,-0.002576,-0.008563
-0.239840,0.020350,0.010938,-0.010314,-0.007578,-0.004792
-0.243386,0.021391,0.034793,-0.006515,-0.011563,-0.001281
-0.244874,0.019101,0.051935,-0.001640,-0.013052,0.000602
-0.238894,0.014119,0.056941,0.003086,-0.011997,0.000224
-0.223842,0.009179,0.049353,0.006844,-0.009728,-0.001952
-0.202620,0.006557,0.032023,0.009868,-0.007680,-0.004841
-0.180369,0.005712,0.007911,0.012661,-0.006721,-0.007270
-0.162386,0.004400,-0.020274,0.014865,-0.006851,-0.008744
-0.152291,0.001873,-0.048487,0.015892,-0.007281,-0.009866
-0.151724,-0.000739,-0.071982,0.016334,-0.007513,-0.011221
-0.162133,-0.003104,-0.088311,0.017253,-0.007748,-0.012341
-0.183086,-0.006351,-0.098154,0.018255,-0.007848,-0.012634
-0.208703,-0.011113,-0.103036,0.017396,-0.007365,-0.012370
-0.231228,-0.015957,-0.103029,0.013238,-0.006759,-0.011807
-0.246531,-0.018203,-0.097020,0.006739,-0.007176,-0.010410
