-,-,-,-,-,-
-0.004466,0.000025,-0.000452,-0.000181,-0.000106,-0.000135
-0.024897,0.000952,-0.001970,-0.000219,0.000055,-0.000023
-0.068514,0.003101,-0.005681,-0.000021,0.000121,0.000265
-0.126771,0.006071,-0.011674,0.000685,-0.000352,0.000731
-0.184044,0.008799,-0.018943,0.001678,-0.001403,0.001260
-0.228580,0.010695,-0.025818,0.002329,-0.002376,0.001665
-0.255219,0.012161,-0.030771,0.002260,-0.002518,0.001796
-0.264633,0.013951,-0.033056,0.001669,-0.001705,0.001672
-0.261473,0.016362,-0.032834,0.001050,-0.000387,0.001409
-0.252085,0.018999,-0.030822,0.000772,0.001008,0.001028
-0.242254,0.021287,-0.027802,0.000912,0.002320,0.000475
-0.235678,0.022969,-0.024402,0.001416,0.003501,-0.000189
-0.233442,0.023881,-0.021326,0.002344,0.004514,-0.000778
-0.234521,0.023682,-0.019646,0.003886,0.005249,-0.001131
-0.237103,0.022060,-0.020473,0.006046,0.005490,-0.001181
-0.239675,0.019026,-0.024225,0.008373,0.005085,-0.000991
-0.241437,0.014995,-0.030284,0.010184,0.004098,-0.000783
-0.242281,0.010869,-0.037293,0.011016,0.002677,-0.000779
-0.242377,0.007836,-0.043842,0.010844,0.000896,-0.000957
-0.241688,0.006740,-0.049293,0.010043,-0.001157,-0.001095
-0.240096,0.007516,-0.054069,0.009161,-0.003249,-0.001078
-0.237906,0.009241,-0.059094,0.008534,-0.005109,-0.001004
-0.235753,0.010853,-0.064966,0.007941,-0.006535,-0.001031
-0.233839,0.011913,-0.071567,0.006689,-0.007352,-0.001231
-0.231682,0.012515,-0.078109,0.004132,-0.007536,-0.001583
-0.229474,0.012618,-0.083329,0.000202,-0.007476,-0.001986
-0.229188,0.012013,-0.085875,-0.004478,-0.007665,-0.002200
-0.232733,0.010759,-0.085100,-0.008886,-0.007981,-0.001863
-0.239139,0.009098,-0.081944,-0.012076,-0.007732,-0.000656
-0.244570,0.007095,-0.078565,-0.013650,-0.006600,0.001449
-0.245528,0.004840,-0.076477,-0.013951,-0.005106,0.003997
-0.241883,0.003008,-0.075498,-0.013784,-0.003958,0.006149
-0.236863,0.002568,-0.074681,-0.013893,-0.003128,0.007119
-0.234519,0.003832,-0.073376,-0.014811,-0.001797,0.006553
-0.236869,0.006455,-0.071307,-0.016986,0.000758,0.004652
-0.242834,0.009838,-0.068208,-0.020556,0.004437,0.002092
-0.249548,0.012760,-0.063772,-0.024975,0.008376,-0.000295
-0.254518,0.013843,-0.058093,-0.029246,0.011625,-0.001968
-0.255539,0.012879,-0.051612,-0.032503,0.013787,-0.002928
-0.250406,0.010838,-0.044310,-0.034205,0.014654,-0.003766
-0.240153,0.008576,-0.035234,-0.034281,0.013791,-0.005212
-0.229887,0.005945,-0.022904,-0.033419,0.011123,-0.007349
-0.224217,0.002039,-0.006007,-0.032741,0.007388,-0.009589
-0.224023,-0.003694,0.016114,-0.032822,0.003689,-0.011364
-0.227524,-0.010679,0.042757,-0.032992,0.000739,-0.012525
-0.233413,-0.017978,0.071624,-0.031680,-0.001397,-0.013218
-0.242483,-0.025453,0.099617,-0.027393,-0.002681,-0.013537
-0.255482,-0.033495,0.123143,-0.019674,-0.002681,-0.013223
-0.270422,-0.042079,0.137858,-0.009553,-0.001109,-0.011645
-0.282922,-0.050484,0.139946,0.000829,0.001450,-0.008291
-0.288984,-0.057316,0.128923,0.009353,0.003489,-0.003410
-0.287407,-0.060955,0.108679,0.015079,0.003490,0.001981
-0.279602,-0.060468,0.085304,0.018406,0.001136,0.006612
-0.268318,-0.055952,0.064093,0.020375,-0.002446,0.009464
-0.257107,-0.048299,0.048018,0.021909,-0.005605,0.010142
-0.249278,-0.038763,0.037799,0.023486,-0.007182,0.009008
-0.246242,-0.028518,0.032733,0.025464,-0.006928,0.006997
-0.246638,-0.018844,0.031012,0.028469,-0.005485,0.005163
-0.247561,-0.011361,0.029604,0.033081,-0.004059,0.004122
-0.247265,-0.007511,0.025428,0.039108,-0.003648,0.003880
-0.245641,-0.007442,0.017228,0.045321,-0.004370,0.004057
-0.242903,-0.009420,0.006131,0.050086,-0.005678,0.004166
-0.239323,-0.011139,-0.005642,0.052524,-0.006954,0.003858
-0.235306,-0.011700,-0.016617,0.053047,-0.007686,0.003019
-0.231447,-0.011670,-0.026672,0.052722,-0.007435,0.001702
-0.228428,-0.011609,-0.036538,0.052388,-0.006078,0.000162
-0.226242,-0.011470,-0.047142,0.052379,-0.004142,-0.001199
-0.224639,-0.011310,-0.059010,0.052670,-0.002564,-0.002152
-0.224459,-0.011752,-0.072345,0.053097,-0.001994,-0.002681
-0.226945,-0.013497,-0.087576,0.053431,-0.002388,-0.002753
-0.232044,-0.016653,-0.104875,0.053302,-0.003082,-0.002372
-0.238601,-0.020856,-0.123690,0.052109,-0.003190,-0.001707
-0.245500,-0.026148,-0.143578,0.048982,-0.002028,-0.000959
-0.251461,-0.032816,-0.164499,0.042996,0.000529,-0.000215
-0.254537,-0.040124,-0.185667,0.033687,0.003717,0.000583
-0.253305,-0.046112,-0.204260,0.021372,0.006156,0.001537
-0.248477,-0.048701,-0.215722,0.007080,0.006954,0.002548
-0.242557,-0.046956,-0.216324,-0.007734,0.006378,0.003266
-0.238032,-0.041351,-0.205624,-0.021591,0.005312,0.003465
-0.235630,-0.033050,-0.186403,-0.033353,0.004462,0.003387
-0.234151,-0.023857,-0.162856,-0.042448,0.004076,0.003392
-0.232721,-0.016035,-0.138618,-0.048937,0.004125,0.003418
-0.232279,-0.010601,-0.115362,-0.053340,0.004757,0.003086
-0.233572,-0.006520,-0.092891,-0.056096,0.006348,0.002153
-0.235351,-0.002573,-0.071191,-0.057234,0.008797,0.000652
-0.235837,0.000980,-0.051669,-0.056713,0.011114,-0.001186
-0.234609,0.003110,-0.035480,-0.054881,0.012120,-0.003092
-0.232531,0.003468,-0.022640,-0.052341,0.011490,-0.004946
-0.230113,0.002351,-0.013064,-0.049447,0.009769,-0.006781
-0.227124,-0.000416,-0.006785,-0.046126,0.007316,-0.008668
-0.224656,-0.005339,-0.003117,-0.042275,0.004005,-0.010563
-0.224758,-0.012210,-0.000462,-0.038010,0.000102,-0.012167
-0.227213,-0.019818,0.002852,-0.033646,-0.003874,-0.013017
-0.230083,-0.026327,0.008534,-0.029636,-0.008105,-0.012713
-0.233228,-0.030437,0.018369,-0.026331,-0.012855,-0.011216
-0.238320,-0.032427,0.033485,-0.023764,-0.017251,-0.009090
-0.246433,-0.033587,0.054330,-0.021694,-0.019809,-0.007109
-0.257313,-0.034789,0.080411,-0.019614,-0.019535,-0.005607
-0.269131,-0.036267,0.109017,-0.016505,-0.015852,-0.004536
-0.278869,-0.038307,0.134182,-0.011268,-0.008671,-0.003657
-0.283820,-0.041090,0.148391,-0.004046,0.000596,-0.002348
-0.281852,-0.043862,0.147406,0.003509,0.008994,-0.000128
-0.273050,-0.045055,0.132831,0.009600,0.013799,0.002611
-0.261723,-0.043548,0.110303,0.013469,0.014337,0.005009
-0.253161,-0.039472,0.086083,0.015472,0.011970,0.006518
-0.249222,-0.033575,0.064202,0.016494,0.008473,0.007200
-0.248320,-0.026351,0.046069,0.017373,0.004813,0.007489
-0.247819,-0.018415,0.031922,0.018682,0.001485,0.007622
-0.245697,-0.011040,0.021300,0.020714,-0.001006,0.007393
-0.241225,-0.005481,0.012630,0.023473,-0.002525,0.006509
-0.235280,-0.002281,0.004302,0.026751,-0.003467,0.004995
-0.229459,-0.001448,-0.004013,0.030167,-0.004383,0.003135
-0.224745,-0.002184,-0.011872,0.033076,-0.005835,0.001223
-0.221812,-0.002569,-0.018249,0.034909,-0.008228,-0.000481
-0.221794,-0.001120,-0.021190,0.035810,-0.011168,-0.001760
-0.225372,0.001769,-0.019716,0.036640,-0.013159,-0.002680
-0.231891,0.004676,-0.015898,0.038227,-0.012426,-0.003653
-0.239993,0.006358,-0.013413,0.040766,-0.008400,-0.004886
-0.247941,0.005942,-0.014886,0.043875,-0.002477,-0.005835
-0.253605,0.002891,-0.021151,0.047069,0.002870,-0.005602
-0.255511,-0.002572,-0.031748,0.049975,0.005870,-0.003892
-0.253513,-0.009336,-0.045683,0.052225,0.006327,-0.001306
-0.248160,-0.016167,-0.061866,0.053449,0.005000,0.001245
-0.240654,-0.022460,-0.079252,0.053531,0.002833,0.003122
-0.233561,-0.028584,-0.097723,0.052780,0.000979,0.004029
-0.229353,-0.035710,-0.118854,0.051486,0.000588,0.003918
-0.228093,-0.044807,-0.144492,0.049016,0.001649,0.003117
-0.228382,-0.055425,-0.173363,0.043579,0.002634,0.002270
